State,Specialty,Count,state_total,specialty_total,expected,location_quotient
UT,Emergency Medicine,438,11191,54586.0,442.586410110764,0.9896372549947564
TN,Pulmonary Disease,225,29129,9770.0,206.19021294970702,1.0912254116294113
MS,Ophthalmology,149,10666,19645.0,151.81039854169444,0.9814874437542395
AR,General Practice,64,11827,9086.0,77.85656469347182,0.8220244529407849
AZ,Neurology,313,29429,14711.0,313.6646730404743,0.9978809438945375
FL,Orthopaedic Surgery,178,93928,2630.0,178.97762115354521,0.9945377464107286
OR,Obstetrics & Gynecology,458,19079,34222.0,473.05202168910733,0.9681810435237932
MO,Otolaryngology,240,25377,10640.0,195.62745973140747,1.2268216350072485
KS,Interventional Cardiology,33,11495,4708.0,39.209683589425545,0.8416288268365361
NY,Specialist,327,104092,2763.0,208.3752557541051,1.5692842166724392
MD,Sports Medicine,19,26786,1743.0,33.82619588590904,0.5616948492843921
ID,Dentist,798,7492,131246.0,712.4128639243257,1.120136988549333
CT,Nephrology,101,19551,9323.0,132.06038767395626,0.7648016318819144
PA,Pain Management,132,64171,2816.0,130.92403016304505,1.0082182761683627
KY,Allergy/ Immunology,64,19073,3982.0,55.026028957450634,1.163085928833581
LA,Rheumatology,63,20543,5185.0,77.17213845208632,0.8163568000531003
IN,Neurology,257,26170,14711.0,278.9291003251627,0.9213810954124227
IN,Dermatology,183,26170,14371.0,272.48250294153445,0.6716027562300602
OH,Otolaryngology,392,53444,10640.0,411.99172313060416,0.951475425334536
RI,Cardiology,82,5750,19359.0,80.6489416272047,1.0167523385370696
CO,Anesthesiology,68,23912,6162.0,106.75433115592162,0.6369764979435035
SD,Emergency Medicine,99,4029,54586.0,159.34059926157343,0.6213105790915324
DC,Family Practice,213,5191,116485.0,438.09564986176235,0.4861951951981502
MS,Dermatology,80,10666,14371.0,111.05458067919017,0.7203665036663427
IA,Pharmacist,1187,13211,36112.0,345.6488706246486,3.4341208691203913
MD,Infectious Disease,150,26786,5984.0,116.13078381025798,1.2916471849968716
NJ,Dermatology,397,36308,14371.0,378.03953828052096,1.0501547055255622
MD,Psychiatry,557,26786,23900.0,463.8244874774675,1.2008852810451474
OH,Physical Medicine and Rehabilitation,317,53444,9040.0,350.0380805545734,0.9056157532853842
AR,Rheumatology,31,11827,5185.0,44.42948359406245,0.6977348709077239
CA,Vascular Surgery,340,139057,3467.0,349.2967986541393,0.9733842431709641
TX,Family Medicine,53,92813,1018.0,68.45489309043697,0.7742324559616325
TX,Neurosurgery,341,92813,3843.0,258.4205836410111,1.319554329595143
OR,General Practice,36,19079,9086.0,125.5961273177263,0.2866330417093924
SD,Internal Medicine,200,4029,128195.0,374.21075225034633,0.5344581864558514
TN,Medical Oncology,54,29129,3617.0,76.33469807974312,0.7074109331458788
WY,Cardiology,12,2187,19359.0,30.674649624121162,0.3912025124017632
MA,Plastic and Reconstructive Surgery,88,39945,3815.0,110.40910151336877,0.7970357406571651
MA,Neuropsychiatry,89,39945,2639.0,76.37473627622023,1.1653068061422651
AL,Podiatry,118,17811,15771.0,203.51454030916543,0.5798111516786095
CO,Certified Clinical Nurse Specialist,53,23912,2049.0,35.49815393354161,1.493035387114066
IL,Radiation Oncology,198,53002,4884.0,187.54946124999276,1.0557215077044517
MN,Sports Medicine,67,25375,1743.0,32.04434109627947,2.090852790472234
WY,Orthopedic Surgery,63,2187,21056.0,33.363573660080334,1.888286927589528
MN,Infectious Disease,118,25375,5984.0,110.0133890534345,1.0725967176839388
CT,Hematology-Oncology,121,19551,8974.0,127.11679920477137,0.951880481234287
ND,Pulmonary Disease,14,3423,9770.0,24.229774414736074,0.5778014999382526
MO,Specialist,30,25377,2763.0,50.800626996041245,0.590543892348766
CA,Undersea and Hyperbaric Medicine,6,139057,112.0,11.28388850570049,0.5317315920809452
MA,Hospice and Palliative Care,35,39945,1375.0,39.79358180363881,0.8795388204235369
WA,Chiropractic,8,32568,46.0,1.0854175240104562,7.3704356370083195
IN,Gastroenterology,243,26170,14589.0,276.61590949927256,0.8784744176134924
WA,Obstetrics & Gynecology,620,32568,34222.0,807.5034457975181,0.7677985812031635
OR,Neuropsychiatry,44,19079,2639.0,36.47899845823021,1.2061734658198364
MD,Geriatric Medicine,45,26786,1901.0,36.89248329266384,1.2197606662316591
TX,Interventional Radiology,66,92813,983.0,66.10133586237676,0.9984669619599256
WV,Pediatric Medicine,43,8487,8801.0,54.117052060812966,0.794573953357245
IN,Clinical Cardiac Electrophysiology,58,26170,2624.0,49.752563337178096,1.1657690802165952
WV,Cardiology,78,8487,19359.0,119.03783784175414,0.6552538370504613
GA,Gastroenterology,382,36843,14589.0,389.4291155399962,0.9809230608510237
MO,Radiation Oncology,102,25377,4884.0,89.79741666618365,1.1358901378998318
MO,Colorectal Surgery (Proctology),24,25377,1641.0,30.171490734890945,0.7954529065494896
RI,Family Medicine,6,5750,1018.0,4.240953694741174,1.4147761168531647
FL,Neuropsychiatry,128,93928,2639.0,179.59009210045846,0.7127341965413093
ND,Dentist,260,3423,131246.0,325.49242301294277,0.798789715573998
AZ,Ophthalmology,314,29429,19645.0,418.86632464687096,0.7496425029267285
VA,Diagnostic Radiology,60,32413,3322.0,78.01296158906618,0.7691029641465276
MO,Physical Medicine and Rehabilitation,164,25377,9040.0,166.2097966139026,0.9867047751761838
HI,General Surgery,91,4975,22083.0,79.59743361985521,1.1432529399704223
OH,Colorectal Surgery (Proctology),75,53444,1641.0,63.541204667041484,1.180336450858983
OH,Hand Surgery,64,53444,1560.0,60.40480151162993,1.0595184223505458
KY,Neurology,162,19073,14711.0,203.28676845631747,0.7969038084975548
IN,Allergy/ Immunology,61,26170,3982.0,75.50103171061097,0.8079359793891003
NE,Hospitalist,179,8338,19522.0,117.93266349425313,1.5178152913397287
PR,Psychiatry,158,11379,23900.0,197.03796173396935,0.8018759360357349
MI,Medical Oncology,85,46434,3617.0,121.68372998162627,0.6985321703471339
CT,Hospitalist,291,19551,19522.0,276.529324055666,1.05232962541586
MA,Advanced Heart Failure and Transplant Cardiology,36,39945,784.0,22.68957682476569,1.5866316184754037
AL,Medical Oncology,45,17811,3617.0,46.6750423117273,0.9641126771660914
KY,Dermatology,142,19073,14371.0,198.588413397168,0.7150467520781603
FL,Rheumatology,357,93928,5185.0,352.8513177494798,1.0117575931896214
KY,Ophthalmology,210,19073,19645.0,271.46819157938666,0.7735712931162646
CT,Preventive Medicine,15,19551,1051.0,14.887425447316103,1.007561720667034
MA,Rheumatology,197,39945,5185.0,150.05797938317616,1.3128258877653978
MS,Gastroenterology,97,10666,14589.0,112.73921630566456,0.8603927114147081
DC,Psychiatry & Neurology,148,5191,15996.0,60.16034695616389,2.46009219507728
ME,Clinical Cardiac Electrophysiology,9,7200,2624.0,13.68813358913574,0.6575038109756097
AR,Osteopathic Manipulative Medicine,2,11827,680.0,5.82681752053278,0.3432405413336384
NJ,Clinical Cardiac Electrophysiology,72,36308,2624.0,69.02621588254728,1.0430819519718828
WA,Rheumatology,120,32568,5185.0,122.34543178248295,0.9808294290329297
TX,Maxillofacial Surgery,50,92813,821.0,55.2077281210695,0.9056703056200927
SC,Vascular Surgery,70,21448,3467.0,53.875157219945635,1.29930015265152
WV,Maxillofacial Surgery,14,8487,821.0,5.048301300071293,2.773210069652992
RI,Orthopedic Surgery,97,5750,21056.0,87.71858644054043,1.1058089731729879
LA,Interventional Cardiology,113,20543,4708.0,70.07259938908821,1.612613218079027
MN,Geriatric Medicine,40,25375,1901.0,34.949106382115474,1.1445213952729052
DE,Pharmacist,96,4341,36112.0,113.57669725089696,0.8452438072567906
CA,Micrographic Dermatologic Surgery,30,139057,357.0,35.96739461192031,0.8340887718916788
RI,Vascular Surgery,12,5750,3467.0,14.443405166667633,0.8308290089163667
MD,Hematology,15,26786,854.0,16.573477502332942,0.9050605099556533
NJ,Allergy/ Immunology,157,36308,3982.0,104.7493870595668,1.4988154528362094
NM,Hospitalist,50,8297,19522.0,117.352759536078,0.4260658223774312
ME,Gastroenterology,55,7200,14589.0,76.10372748929166,0.7226978469318588
CT,Urology,143,19551,10997.0,155.77261431411532,0.9180047508969751
PA,Thoracic Surgery,105,64171,1613.0,74.9930613114317,1.4001295341705717
MD,Pathology,10,26786,668.0,12.963797390583611,0.7713789176667945
FL,Critical Care (Intensivists),160,93928,2041.0,138.89480029444326,1.1519509705245683
CA,Thoracic Surgery (Cardiothoracic Vascular Surgery),40,139057,292.0,29.41870931843342,1.359678956919312
LA,Counselor,1,20543,35.0,0.5209305392136974,1.9196417271089912
TN,Sleep Medicine,17,29129,744.0,15.701690730254045,1.0826859535097306
DE,Psychiatry,80,4341,23900.0,75.16844994174892,1.0642763029169187
NC,Licensed Clinical Social Worker,7,44019,41.0,1.307591042665291,5.35335572942726
DC,Physical Medicine and Rehabilitation,43,5191,9040.0,33.999095804183646,1.2647395168288205
RI,Pediatric Medicine,48,5750,8801.0,36.66466941789496,1.3091622197082347
TX,Addiction Medicine,10,92813,405.0,27.234019353268145,0.3671878127970845
IA,Psychiatry,173,13211,23900.0,228.760744570478,0.7562486314023213
MS,General Surgery,191,10666,22083.0,170.6504978873117,1.1192466612440006
PA,Medical Genetics and Genomics,2,64171,120.0,5.5791490126297605,0.3584776093043067
NH,Endocrinology,37,7126,6582.0,33.9822087880878,1.0888050341498126
TN,Podiatry,207,29129,15771.0,332.83785551994157,0.6219244492987002
ME,Neurology,56,7200,14711.0,76.74014223695727,0.729735420962394
HI,Dermatology,72,4975,14371.0,51.799788006653955,1.3899670784511942
ME,Ophthalmology,76,7200,19645.0,102.47842391713857,0.741619524334719
IL,Certified Nurse Midwife,126,53002,2911.0,111.78470141251616,1.1271667626057835
ID,Medical Oncology,22,7492,3617.0,19.6333399022773,1.1205429188055869
OH,Radiation Oncology,214,53444,4884.0,189.1134939633337,1.1315956123231028
VT,Ophthalmology,35,2878,19645.0,40.96290333798956,0.8544316234425825
KS,Orthopaedic Surgery,24,11495,2630.0,21.903455361127694,1.0957175296913686
WY,Pediatric Medicine,12,2187,8801.0,13.945327307293267,0.8605032879883802
WI,Pulmonary Disease,174,25408,9770.0,179.85103953538245,0.9674673021045765
VI,Ophthalmology,4,187,19645.0,2.661592398959016,1.502859717199543
ME,Dermatology,43,7200,14371.0,74.96652736641376,0.5735893272717433
NM,Preventive Medicine,7,8297,1051.0,6.317884964266877,1.1079657258071451
MN,Hematology,61,25375,854.0,15.70044021584777,3.885241379310345
AK,Hospitalist,48,3054,19522.0,43.19577288455854,1.1112198438555747
LA,General Practice,108,20543,9086.0,135.23356797987586,0.7986182840052812
WA,Critical Care (Intensivists),30,32568,2041.0,48.15950361968133,0.6229300085173617
OH,Specialist,46,53444,2763.0,106.986196523483,0.42996200907005044
IL,Specialist,82,53002,2763.0,106.10138440494062,0.7728457122391861
NH,Anesthesiology,27,7126,6162.0,31.81379072503753,0.8486885525009421
NV,Psychiatry,142,10293,23900.0,178.2328623014102,0.7967105401688681
NH,Pain Management,16,7126,2816.0,14.538726822737047,1.100509019467762
OK,Pulmonary Disease,86,14030,9770.0,99.31163746384665,0.8659609507627682
FL,Osteopathic Manipulative Medicine,56,93928,680.0,46.27558265566948,1.2101414349915078
UT,Specialist,24,11191,2763.0,22.402562033049517,1.071306039219704
FL,Cardiac Surgery,54,93928,673.0,45.799216363625824,1.1790594749758059
NC,Endocrinology,187,44019,6582.0,209.9162010444621,0.8908316703025306
GA,Allergy/ Immunology,96,36843,3982.0,106.29287395162552,0.9031649670484038
HI,Gastroenterology,50,4975,14589.0,52.585561702670276,0.9508313381287133
CA,Interventional Radiology,134,139057,983.0,99.03627143842485,1.3530396293575493
MD,Gynecological Oncology,21,26786,1038.0,20.144343849439803,1.0424762482687662
WA,Interventional Cardiology,121,32568,4708.0,111.09012397915713,1.0892057337401313
PR,Infectious Disease,50,11379,5984.0,49.33368882912438,1.0135062101920558
TX,Neurological Surgery,27,92813,561.0,37.72416014119366,0.7157216992756005
VA,Surgical Oncology,20,32413,982.0,23.06102597244521,0.8672641028156024
WA,General Practice,121,32568,9086.0,214.39355702519578,0.5643826320106249
HI,Ophthalmology,117,4975,19645.0,70.80974430385616,1.6523149624426536
MA,Interventional Cardiology,64,39945,4708.0,136.25322409565928,0.46971365576690893
ID,Pulmonary Disease,43,7492,9770.0,53.03227283529146,0.8108270247732006
WI,Medical Oncology,46,25408,3617.0,66.58354247691692,0.6908614094233152
DC,Otolaryngology,44,5191,10640.0,40.01663488457013,1.0995427308398138
NY,General Acute Care Hospital,22,104092,75.0,5.656223011783526,3.889521320882809
ID,Podiatry,63,7492,15771.0,85.60613867813527,0.7359285323786118
DC,Certified Nurse Midwife,4,5191,2911.0,10.948160164378162,0.3653581916909409
IL,Legal Medicine,2,53002,124.0,4.761698033374099,0.4200182342480077
MI,Sleep Medicine,32,46434,744.0,25.029774704542426,1.2784773485872651
ND,Podiatry,31,3423,15771.0,39.112361545015624,0.792588296268461
CO,Endocrinology,98,23912,6582.0,114.03067310423175,0.8594178858386757
NY,Hand Surgery,82,104092,1560.0,117.64943864509735,0.6969859010323215
MS,Neurology,65,10666,14711.0,113.68199404158142,0.5717704069848122
PR,Diagnostic Radiology,89,11379,3322.0,27.38745225440361,3.249663355805203
AL,Pulmonary Disease,153,17811,9770.0,126.07552208614204,1.2135583297086139
WA,Hospice and Palliative Care,27,32568,1375.0,32.44454555466037,0.8321891873785758
MS,Allergy/ Immunology,26,10666,3982.0,30.771647085417523,0.8449336471274307
KY,Gastroenterology,164,19073,14589.0,201.60088811156385,0.8134884798188196
CO,Clinic/Center,3,23912,191.0,3.309003124112468,0.9066174577289503
AK,Hematology-Oncology,13,3054,8974.0,19.85651397736033,0.6546969933807175
DE,Infectious Disease,25,4341,5984.0,18.820418596293955,1.3283445249683716
OR,Rheumatology,62,19079,5185.0,71.67245434100934,0.8650464194376697
PA,Interventional Pain Management,38,64171,1615.0,75.08604712830886,0.5060860366649036
WV,Addiction Medicine,7,8487,405.0,2.490331335601551,2.8108709471421074
RI,Interventional Radiology,2,5750,983.0,4.0951448741950625,0.4883832102260162
NC,Pain Management,55,44019,2816.0,89.80917990598682,0.6124095561007746
IL,Hand Surgery,76,53002,1560.0,59.90523332309351,1.2686704613952642
NV,Geriatric Medicine,17,10293,1901.0,14.176597122802542,1.1991594211742194
NV,Gynecological Oncology,6,10293,1038.0,7.740824730914802,0.7751112069541621
SC,Oral Surgery (Dentist only),83,21448,5806.0,90.22185255812066,0.919954508211097
UT,Radiation Oncology,42,11191,4884.0,39.599751346150505,1.0606127203392863
RI,Oral Surgery (Dentist only),23,5750,5806.0,24.18760034544917,0.9509004478126077
SC,Maxillofacial Surgery,12,21448,821.0,12.757860997281616,0.9405965469099328
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),11,92813,292.0,19.635391731245182,0.5602129130174697
LA,Plastic and Reconstructive Surgery,50,20543,3815.0,56.78142877429302,0.8805695995912802
MO,Hand Surgery,31,25377,1560.0,28.682221539567262,1.0808088891313858
KS,Rheumatology,34,11495,5185.0,43.1822874705122,0.7873598642317758
OK,Sleep Medicine,9,14030,744.0,7.562728584759664,1.1900466741774538
VA,Hematology,14,32413,854.0,20.055108126749705,0.6980765155450176
VA,Infectious Disease,136,32413,5984.0,140.52665928626493,0.967787896551047
VT,General Surgery,34,2878,22083.0,46.04651536843082,0.738383778402267
